data,AMBEV,rsi,roc,willr,BRF,EURO,Heineken_euro,JBS,DOLAR,IBOVESPA,cdi,Risco_Brasil,Dividends
2002-06-13,0.8101496696472168,56.606355873818,2.1208886828493867,-38.75966241431723,,,28.904224395751953,,,11962.0,0.065534,1.237,0.0
2002-06-14,0.7958980798721313,59.58815942314576,0.6214440318605297,-25.581371279194244,,,28.548583984375,,,11699.0,0.066542,1.315,0.0
2002-06-17,0.7938628792762756,53.11435626554304,-0.5194825011414328,-47.286835459508055,,,28.419248580932617,,,11937.0,0.066945,1.250,0.0
2002-06-18,0.7958980798721313,52.02737907193742,-1.7994877518803354,-65.34650473721085,,,28.393388748168945,,,11821.0,0.066844,1.313,0.0
2002-06-19,0.7938628792762756,57.129522225632186,-0.8192516220519974,-46.9878825900418,,,28.23819351196289,,,11493.0,0.066979,1.382,0.0
2002-06-20,0.7266926169395447,47.801677969907544,-3.520410819532227,-81.73073396177969,,,27.546302795410156,,,10909.0,0.067046,1.593,0.0
2002-06-21,0.722621738910675,46.21187450050115,-2.7390215824132813,-90.38458716942375,,,27.578638076782227,,,10398.0,0.067012,1.706,0.0
2002-06-24,0.7490812540054321,47.26129878753269,-2.7820660093962224,-80.90900736409712,2.218372344970703,,27.804964065551758,,,10759.0,0.067012,1.524,0.0
2002-06-25,0.7694385647773743,44.45893706364593,-3.4553898782051173,-86.66671510730205,,,27.895490646362305,,,10706.0,0.06718,1.631,0.0
2002-06-26,0.763333261013031,43.89832928250963,-3.41085185736818,-89.21563127601567,,,28.031278610229492,,,10691.0,0.067213,1.709,0.0
2002-06-27,0.7612972259521484,46.559304399623805,-2.388374799349602,-77.66996224192943,,,28.128273010253906,,,11013.0,0.067113,1.599,0.0
2002-06-28,0.7653682231903076,41.2021064341184,-4.683478297062626,-80.59700005408898,,,28.736103057861328,,,11139.0,0.067213,1.527,0.0
2002-07-01,0.7735095024108887,38.79827383564879,-4.020890198966843,-91.04485684923122,2.2332608699798584,,28.309328079223633,,,10892.0,0.067146,1.599,0.0
2002-07-02,0.763333261013031,46.900542193791935,-1.9895343483024241,-62.90329279191284,,,28.128273010253906,,,10846.0,0.066912,1.682,0.0
2002-07-03,0.763333261013031,43.77970930995677,-4.233358630072748,-64.18926059287631,,,28.309328079223633,,,10636.0,0.066945,1.727,0.0
2002-07-04,0.7635142803192139,37.463006781760285,-4.01903878907669,-88.15787822586515,,,28.309328079223633,,,10655.0,0.06671,1.718,0.0
2002-07-05,0.763333261013031,37.94513045917908,-3.453770611425855,-83.54428851667421,,,27.940746307373047,,,10524.0,0.066979,1.715,0.0
2002-07-08,0.7735095024108887,36.72551293864887,-4.133548764999395,-88.60757507167648,,,27.940746307373047,,,10687.0,0.067146,1.687,0.0
2002-07-09,0.7735095024108887,42.67795551271971,-2.083330149324414,-69.34307890431937,,,28.024799346923828,,,,0.06718,1.610,0.0
2002-07-10,0.7735095024108887,45.87650039625563,-1.17710655118618,-53.71909033731669,,,27.662702560424805,,,10556.0,0.067046,1.630,0.0
2002-07-11,0.7818560004234314,52.59168123019187,0.0,-30.468834983139345,,,26.977277755737305,,,10806.0,0.066912,1.548,0.0
2002-07-12,0.7735095024108887,55.13489814404837,2.2678189304141227,-19.531239522626656,,,26.52463722229004,,,10967.0,0.066542,1.514,0.0
2002-07-15,0.7735095024108887,58.075893919689705,3.971716446773299,-9.774373550665922,,,25.81981658935547,,,10633.0,0.066811,1.546,0.0
2002-07-16,0.8040436506271362,53.41759861866936,0.9615401270200552,-25.563922713655327,,,25.67108726501465,,,10578.0,0.066878,1.554,0.0
2002-07-17,0.8241956233978271,50.90494952062991,1.2399000487582024,-34.58639931278081,,,25.994401931762695,,,10755.0,0.066475,1.551,0.0
2002-07-18,0.8345739841461182,55.24981733559705,4.73829547342548,-24.657559300865753,,,26.20133399963379,,,10813.0,0.065332,1.510,0.0
2002-07-19,0.8183121085166931,61.19879398184437,6.6593234969289705,-13.01781959647739,,,26.15605926513672,,,10583.0,0.065231,1.550,0.0
2002-07-22,0.8040436506271362,62.64420482004106,7.683799767406807,-15.591441955093234,,,25.742219924926758,,,9892.0,0.065264,1.619,0.0
2002-07-23,0.7836864590644836,69.79374508182077,9.492633815387164,-5.676900268194766,,,26.05259895324707,,,9746.0,0.065163,1.700,0.0
2002-07-24,0.7938628792762756,70.81336514283878,9.2041192535957,-9.960158454303047,,,25.91680145263672,,,9937.0,0.065433,1.751,0.0
2002-07-25,0.7531523704528809,74.99468847565211,9.734042542398424,-3.260874823345669,,,26.071998596191406,,,9666.0,0.065298,1.849,0.0
2002-07-26,0.7490812540054321,71.40248503437329,8.130934344006535,-8.921929131680864,,,26.188398361206055,,,9217.0,0.065365,1.991,0.0
2002-07-29,0.7490812540054321,64.32389373601916,5.4945013266602505,-22.950810701795252,,,26.770357131958008,,,9240.0,0.065365,2.164,0.0
2002-07-30,0.7327980399131775,67.8622234279627,8.412699389840173,-10.747645225922836,,,26.96434783935547,,,9342.0,0.065298,2.390,0.0
2002-07-31,0.7694385647773743,66.35878290940914,8.732690786399399,-14.018659935684898,,,26.996671676635742,,,9763.0,0.065231,2.307,0.0
2002-08-01,0.7735095024108887,60.389683333191435,5.89163029142501,-27.57010845151768,,,26.660430908203125,,,9760.0,0.065197,2.060,0.0
2002-08-02,0.8038380742073059,62.986142073749626,4.9535657037836245,-19.63471234315545,,,26.350048065185547,,,9852.0,0.065298,2.047,0.0
2002-08-05,0.8038380742073059,64.87530155281111,5.236142103351282,-12.328785019217186,,,25.800416946411133,,,9470.0,0.065163,2.180,0.0
2002-08-06,0.7795950174331665,52.298805330966424,-1.3452937811120225,-50.25912265929817,,,26.350048065185547,,,9755.0,0.065399,2.126,0.0
2002-08-07,0.7735095024108887,47.87276000275836,-3.371345079839605,-63.681618949743736,,,26.854415893554688,,,9870.0,0.065365,1.922,0.0
2002-08-08,0.7633534669876099,33.019779257361556,-12.942317910374213,-99.29333742211378,,,26.83501625061035,,,10316.0,0.065332,1.759,0.0
2002-08-09,0.7755445837974548,34.028297780771524,-11.962885304455872,-96.81978250833201,,,27.145401000976562,,,9986.0,0.065332,2.005,0.0
2002-08-12,0.7979338765144348,33.71589233354529,-10.76388934880127,-95.20550047977656,,,26.88675308227539,,,9724.0,0.065163,2.221,0.0
2002-08-13,0.8142206072807312,35.314714932301435,-11.71302901580903,-91.78082997097826,,,26.7250919342041,,,9444.0,0.065365,2.284,0.0
2002-08-14,0.8040436506271362,37.89586911650478,-10.62683676878703,-86.30138328496376,,,26.932016372680664,,,9343.0,0.065197,2.159,0.0
2002-08-15,0.8040436506271362,35.42229998176178,-10.63089656664914,-95.20550047977656,,,27.416975021362305,,,9183.0,0.065231,2.177,0.0
