data,AMBEV,rsi,roc,willr,BRF,EURO,Heineken_euro,JBS,DOLAR,IBOVESPA,cdi,Risco_Brasil,Dividends,selic_meta_diario,selic_overnight_diario,taxa_desemprego_pnad_mensal_diario,volume_vendas_varejo_setor_diario_x,ipca_diario,igpm_diario,volume_vendas_varejo_setor_diario_y,producao_bens_consumo_diario,tx_juros_americano_day,industry_production_daily,desemprego_americano_day,inflacao_americana_daily
2000-01-05,0.322,,,,764.274,,23.801,,,16245.0,0.068,677,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-06,0.305,,,,744.42,,25.396,,,16107.0,0.068,688,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-07,0.305,,,,744.42,,25.776,,,16309.0,0.068,677,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-10,0.305,,,,818.862,,26.648,,,17022.0,0.068,668,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-11,0.305,,,,818.862,,26.16,,,16573.0,0.068,698,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-12,0.297,,,,818.862,,26.109,,,16617.0,0.068,708,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-13,0.299,,,,818.862,,26.135,,,17298.0,0.068,702,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-14,0.305,,,,818.862,,25.817,,,17658.0,0.068,693,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-17,0.326,,,,818.862,,25.324,,,18053.0,0.068,,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-18,0.326,,,,818.862,,25.237,,,17903.0,0.068,687,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-19,0.326,,4.762,,806.453,,25.324,,,17470.0,0.068,683,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-20,0.326,,2.293,,806.453,,26.037,,,17177.0,0.068,687,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-21,0.326,,1.329,,806.453,,26.109,,,17034.0,0.068,685,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-24,0.326,,-3.026,-72.093,806.453,,27.032,,,16972.0,0.068,688,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-25,0.326,42.963,-4.086,-78.488,806.453,,27.904,,,,0.068,706,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-26,0.324,41.001,-5.71,-85.465,806.453,,27.494,,,17105.0,0.068,703,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-27,0.309,40.833,-5.084,-86.047,806.453,,27.776,,,17081.0,0.068,706,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-28,0.309,45.395,-4.579,-75.0,806.453,,27.494,,,16734.0,0.068,750,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-01-31,0.309,41.746,-6.649,-86.628,732.011,,27.212,,,16388.0,0.068,758,0.0,0.146,0.146,,2.468,0.022,0.056,2.468,,0.088,4.172,0.182,0.263
2000-02-01,0.309,43.459,-7.407,-75.936,682.388,,27.443,,,16522.0,0.068,756,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-02,0.309,37.964,-9.545,-87.879,682.388,,26.904,,,16868.0,0.068,763,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-03,0.309,35.686,-9.163,-83.628,719.609,,27.186,,,17457.0,0.068,772,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-04,0.289,31.482,-11.672,-94.828,719.609,,26.288,,,17932.0,0.068,719,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-07,0.289,29.661,-9.634,-93.388,719.609,,26.391,,,18126.0,0.068,691,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-08,0.289,28.031,-7.961,-94.872,719.609,,27.109,,,18686.0,0.068,677,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-09,0.322,33.64,-5.775,-86.325,719.609,,26.391,,,18361.0,0.068,683,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-10,0.322,46.085,-1.832,-48.521,719.609,,25.57,,,18604.0,0.068,668,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-11,0.309,39.057,-6.537,-73.611,719.609,,24.391,,,18083.0,0.068,673,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-14,0.309,38.927,-5.289,-74.306,719.609,,24.006,,,17819.0,0.068,686,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-15,0.309,48.237,-2.246,-39.583,719.609,,24.544,,,17921.0,0.068,680,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-16,0.309,52.163,1.795,-22.759,719.609,,25.75,,,18112.0,0.068,691,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-17,0.309,56.947,5.37,-23.958,719.609,,26.365,,,17979.0,0.068,689,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-18,0.318,64.576,12.843,-5.727,719.609,,25.647,,,17625.0,0.068,707,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-21,0.318,58.65,11.411,-21.586,719.609,,25.852,,,17700.0,0.068,,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-22,0.3,58.171,12.367,-22.907,719.609,,26.288,,,17489.0,0.068,727,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-23,0.305,56.514,9.94,-27.313,719.609,,25.904,,,17833.0,0.068,699,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-24,0.301,52.34,3.733,-38.767,719.609,,26.135,,,17776.0,0.068,716,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-25,0.293,56.59,9.896,-24.67,719.609,,26.006,,,17787.0,0.068,702,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-28,0.293,57.608,10.573,-22.749,719.609,,26.365,,,17543.0,0.068,694,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-02-29,0.289,60.477,8.256,-17.699,719.609,,26.904,,,17660.0,0.068,688,0.0,0.146,0.146,,2.45,0.006,0.016,2.45,,0.091,4.188,0.186,0.263
2000-03-01,0.289,63.908,8.463,-12.903,719.609,,26.93,,,17953.0,0.068,685,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-02,0.289,58.113,3.719,-25.806,719.609,,25.904,,,18016.0,0.068,665,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-03,0.317,54.77,-2.237,-44.211,719.609,,26.16,,,18632.0,0.068,647,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-06,0.317,52.965,-0.606,-50.0,719.609,,26.109,,,,,646,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-07,0.317,49.605,-1.823,-61.053,719.609,,25.673,,,,,638,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-08,0.317,44.147,-3.739,-81.053,719.609,,23.903,,,18283.0,0.068,638,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-09,0.326,46.323,-1.107,-74.211,719.609,,24.416,,,18650.0,0.068,638,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-10,0.326,48.324,-2.437,-81.132,719.609,,24.601,,,18280.0,0.068,643,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-13,0.326,49.174,-2.626,-77.987,719.609,,24.98,,,17595.0,0.068,663,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-14,0.305,50.233,-3.714,-74.214,719.609,,24.827,,,17222.0,0.068,663,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-15,0.305,55.697,-3.446,-53.459,719.609,,26.135,,,17382.0,0.068,680,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-16,0.309,57.523,-0.598,-45.912,719.609,,27.186,,,17642.0,0.068,665,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-17,0.309,56.684,0.471,-48.428,719.609,,27.263,,,17511.0,0.068,657,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-20,0.309,63.431,4.407,-18.868,719.609,,27.443,,,17526.0,0.068,658,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-21,0.309,55.507,3.164,-35.507,719.609,,28.315,,,18343.0,0.068,651,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-22,0.322,56.53,6.427,-30.435,719.609,,29.52,,,18314.0,0.068,633,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-23,0.334,49.985,2.869,-57.246,719.609,,29.238,,,18331.0,0.068,650,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-24,0.344,49.817,1.943,-57.971,719.609,,29.264,,,18675.0,0.068,633,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-27,0.35,46.456,0.207,-72.464,719.609,,28.93,,,18951.0,0.068,630,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-28,0.35,47.412,0.138,-71.97,719.609,,29.238,,,18338.0,0.068,632,0.0,0.146,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-29,0.35,48.208,-1.818,-68.939,719.609,,29.674,,,18053.0,0.067,643,0.0,0.145,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-30,0.366,52.469,-1.136,-62.727,719.609,,29.11,,,17647.0,0.067,679,0.0,0.145,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-03-31,0.375,57.593,1.139,-35.455,719.609,,28.648,,,17820.0,0.067,679,0.0,0.145,0.145,,2.6,0.009,0.007,2.6,,0.091,4.203,0.182,0.264
2000-04-03,0.373,55.241,-2.662,-45.455,719.609,,28.212,,,17245.0,0.067,695,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-04,0.37,52.915,-0.8,-55.455,719.609,,29.315,,,16758.0,0.067,722,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-05,0.383,48.883,-2.588,-73.636,719.609,,29.315,,,16714.0,0.067,736,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-06,0.387,48.289,-0.34,-73.684,719.609,,29.289,,,17146.0,0.067,726,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-07,0.395,45.886,-1.089,-81.053,719.609,,28.469,,,17514.0,0.067,730,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-10,0.406,51.125,1.932,-51.163,719.609,,28.161,,,16783.0,0.067,735,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-11,0.403,55.739,3.232,-29.787,719.609,,29.058,,,16539.0,0.067,739,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-12,0.403,60.73,5.007,-8.571,719.609,,28.776,,,16323.0,0.067,739,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-13,0.403,61.045,3.581,-17.647,719.609,,29.289,,,15501.0,0.067,754,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-14,0.366,62.504,2.119,-13.71,719.609,,29.52,,,14794.0,0.067,780,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-17,0.366,63.002,3.069,-11.29,719.609,,29.571,,,14816.0,0.067,801,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-18,0.366,64.196,4.301,-5.645,719.609,,31.341,,,15408.0,0.067,772,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-19,0.366,64.373,5.79,-9.231,719.609,,31.187,,,14926.0,0.067,766,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-20,0.366,64.748,6.143,-9.091,719.609,,31.597,,,15203.0,0.067,764,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-21,0.366,59.364,5.919,-21.212,719.609,,31.597,,,,,758,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-24,0.366,59.59,4.265,-20.455,719.609,,31.597,,,14794.0,0.067,784,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-25,0.366,60.069,2.732,-18.939,719.609,,32.675,,,15401.0,0.067,741,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-26,0.366,71.772,4.964,-10.0,719.609,,31.29,,,15446.0,0.067,751,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-27,0.375,72.177,5.023,-11.656,719.609,,31.726,,,15440.0,0.067,753,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-04-28,0.387,71.441,4.28,-15.79,719.609,,31.29,,,15538.0,0.067,742,0.0,0.145,0.145,,2.65,0.016,0.01,2.65,,0.093,4.23,0.173,0.264
2000-05-01,0.387,72.786,4.66,-19.858,719.609,,30.905,,,,,729,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-02,0.387,66.764,3.157,-33.846,719.609,,30.828,,,15524.0,0.067,736,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-03,0.387,64.605,2.704,-41.322,719.609,,30.649,,,15109.0,0.067,770,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-04,0.383,59.75,1.672,-52.893,719.609,,30.725,,,14970.0,0.067,782,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-05,0.383,65.184,4.483,-30.579,719.609,,31.059,,,15218.0,0.067,795,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-08,0.383,65.555,4.545,-28.926,719.609,,31.085,,,14891.0,0.067,810,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-09,0.383,64.811,4.28,-30.579,719.609,,30.52,,,14582.0,0.067,809,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-10,0.383,61.792,-0.436,-37.19,719.609,,30.905,,,14434.0,0.067,835,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-11,0.383,62.03,-0.559,-36.364,719.609,,31.546,,,14499.0,0.067,823,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-12,0.383,56.356,-1.368,-48.76,719.609,,33.265,,,14459.0,0.067,838,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-15,0.391,61.423,-0.68,-48.148,719.609,,33.598,,,15056.0,0.067,823,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-16,0.391,67.169,2.061,-43.548,741.941,,32.829,,,15360.0,0.067,826,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-17,0.391,72.653,4.64,-26.573,741.941,,31.854,,,14871.0,0.067,815,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-18,0.366,78.594,8.982,-5.357,741.941,,31.803,,,14627.0,0.067,809,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-19,0.366,74.403,6.343,-13.095,741.941,,32.034,,,14327.0,0.067,833,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-22,0.362,75.486,6.832,-13.812,741.941,,32.187,,,13891.0,0.067,854,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-23,0.362,76.757,7.711,-14.286,741.941,,31.726,,,13587.0,0.067,839,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-24,0.362,77.49,8.687,-15.865,741.941,,32.187,,,14166.0,0.067,831,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-25,0.362,79.571,9.931,-6.667,741.941,,31.803,,,14186.0,0.067,821,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-26,0.362,77.37,10.593,-9.524,741.941,,30.854,,,14542.0,0.067,823,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-29,0.364,76.234,9.029,-10.952,741.941,,30.52,,,14773.0,0.067,,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-30,0.364,76.234,7.16,-17.982,669.978,,29.751,,,15249.0,0.067,797,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-05-31,0.375,77.51,5.512,-14.348,741.941,,28.238,,,14957.0,0.067,792,0.0,0.145,0.145,,2.536,0.0,0.014,2.536,,0.094,4.243,0.182,0.264
2000-06-01,0.375,79.195,3.018,-15.238,741.941,,28.238,,,15450.0,0.067,770,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-02,0.37,80.747,4.62,-10.87,739.455,,28.674,,,16222.0,0.067,731,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-05,0.37,74.345,3.14,-23.179,739.455,,27.827,,,16023.0,0.067,743,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-06,0.37,76.487,3.349,-19.298,739.455,,28.597,,,15947.0,0.067,741,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-07,0.387,75.637,2.818,-21.053,739.455,,29.777,,,16272.0,0.067,730,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-08,0.403,73.44,1.307,-28.155,739.455,,29.238,,,16399.0,0.067,725,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-09,0.403,56.752,-1.026,-66.087,739.455,,29.058,,,16342.0,0.067,711,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-12,0.407,47.585,-2.97,-79.578,739.455,,29.058,,,16097.0,0.067,718,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-13,0.407,41.876,-4.626,-72.82,739.455,,29.93,,,16354.0,0.067,706,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-14,0.407,25.235,-13.572,-100.0,739.455,,30.264,,,16366.0,0.066,708,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-15,0.407,24.805,-14.592,-96.417,739.455,,30.597,,,16561.0,0.067,719,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-16,0.407,27.254,-14.645,-91.346,739.455,,31.136,,,16425.0,0.067,723,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-19,0.407,25.093,-15.445,-87.151,739.455,,30.649,,,16850.0,0.067,719,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-20,0.407,28.269,-15.419,-83.24,739.455,,30.418,,,16844.0,0.066,715,0.0,0.145,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-21,0.415,34.073,-13.814,-75.698,739.455,,30.007,,,17254.0,0.064,706,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-22,0.415,31.342,-15.087,-83.24,739.455,,30.674,,,,,709,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-23,0.419,40.477,-10.023,-69.832,739.455,,31.469,,,16977.0,0.064,725,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-26,0.419,39.418,-8.593,-72.191,739.455,,31.495,,,16745.0,0.064,722,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-27,0.419,38.93,-7.246,-73.315,739.455,,31.751,,,16512.0,0.063,716,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-28,0.427,39.334,1.905,-67.667,739.455,,32.239,,,16842.0,0.063,709,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-29,0.427,35.883,0.528,-73.881,739.455,,32.444,,,16407.0,0.063,719,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-06-30,0.468,38.467,0.589,-64.807,739.455,,32.7,,,16728.0,0.063,722,0.0,0.142,0.143,,2.536,0.009,0.039,2.536,,0.096,4.245,0.182,0.264
2000-07-03,0.468,34.93,0.533,-54.237,739.455,,32.264,,,17089.0,0.063,705,0.0,0.142,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-04,0.468,35.387,-0.264,-52.542,739.455,,31.572,,,17279.0,0.063,706,0.0,0.142,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-05,0.468,37.284,-1.493,-45.763,1.787,,31.546,,,17135.0,0.063,694,0.0,0.142,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-06,0.468,35.329,-0.661,-57.627,,,31.597,,,17348.0,0.063,694,0.0,0.142,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-07,0.468,40.82,-2.241,-49.451,1.935,,31.931,,,17599.0,0.063,697,0.0,0.142,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-10,0.489,41.518,-1.481,-46.154,,,31.315,,,17472.0,0.062,698,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-11,0.489,45.869,0.0,-29.897,,,31.597,,,16881.0,0.062,710,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-12,0.509,44.922,-0.451,-40.566,,,31.751,,,17053.0,0.062,705,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-13,0.509,53.064,3.871,-14.286,,,31.572,,,16444.0,0.062,709,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-14,0.53,53.255,3.125,-13.445,,,30.802,,,16881.0,0.062,705,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-17,0.57,54.06,5.305,-10.084,,,30.289,,,17388.0,0.062,700,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-18,0.57,50.328,4.106,-23.529,,,30.443,,,17369.0,0.062,699,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-19,0.586,48.963,3.162,-28.571,,,30.777,,,16928.0,0.062,710,0.0,0.14,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-20,0.586,47.8,3.79,-32.773,,,31.649,,,17204.0,0.061,704,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-21,0.586,51.056,3.078,-32.117,,,31.392,,,17318.0,0.061,702,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-24,0.586,59.265,5.425,-19.512,1.935,,31.085,,,17386.0,0.06,695,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-25,0.586,56.392,3.422,-27.976,,,31.085,,,17049.0,0.06,699,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-26,0.586,63.64,6.477,-14.198,,,31.7,,,17121.0,0.06,705,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-27,0.586,61.289,3.285,-23.188,,,32.034,,,16949.0,0.06,716,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-28,0.541,55.191,1.641,-43.182,,,31.546,,,16486.0,0.06,716,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-07-31,0.57,58.891,2.708,-27.273,,,31.649,,,16455.0,0.06,712,0.0,0.139,0.14,,2.632,0.045,0.071,2.632,,0.096,4.237,0.182,0.264
2000-08-01,0.57,56.499,3.117,-48.193,,,32.264,,,16290.0,0.06,719,0.0,0.139,0.139,,2.595,0.039,0.109,2.595,,0.096,4.226,0.186,0.264
2000-08-02,0.546,69.553,9.77,-0.0,1.935,,32.239,,,16314.0,0.06,708,0.0,0.139,0.139,,2.595,0.039,0.109,2.595,,0.096,4.226,0.186,0.264
