data,tx_juros_americano_day,industry_production_daily,desemprego_americano_day,inflacao_americana_daily_USD
2000-01-03,0.088,4.172,0.182,7.695
2000-01-04,0.088,4.172,0.182,7.695
2000-01-05,0.088,4.172,0.182,7.695
2000-01-06,0.088,4.172,0.182,7.695
2000-01-07,0.088,4.172,0.182,7.695
2000-01-10,0.088,4.172,0.182,7.695
2000-01-11,0.088,4.172,0.182,7.695
2000-01-12,0.088,4.172,0.182,7.695
2000-01-13,0.088,4.172,0.182,7.695
2000-01-14,0.088,4.172,0.182,7.695
2000-01-17,0.088,4.172,0.182,7.695
2000-01-18,0.088,4.172,0.182,7.695
2000-01-19,0.088,4.172,0.182,7.695
2000-01-20,0.088,4.172,0.182,7.695
2000-01-21,0.088,4.172,0.182,7.695
2000-01-24,0.088,4.172,0.182,7.695
2000-01-25,0.088,4.172,0.182,7.695
2000-01-26,0.088,4.172,0.182,7.695
2000-01-27,0.088,4.172,0.182,7.695
2000-01-28,0.088,4.172,0.182,7.695
2000-01-31,0.088,4.172,0.182,7.695
2000-02-01,0.091,4.188,0.186,7.727
2000-02-02,0.091,4.188,0.186,7.727
2000-02-03,0.091,4.188,0.186,7.727
2000-02-04,0.091,4.188,0.186,7.727
2000-02-07,0.091,4.188,0.186,7.727
2000-02-08,0.091,4.188,0.186,7.727
2000-02-09,0.091,4.188,0.186,7.727
2000-02-10,0.091,4.188,0.186,7.727
2000-02-11,0.091,4.188,0.186,7.727
2000-02-14,0.091,4.188,0.186,7.727
2000-02-15,0.091,4.188,0.186,7.727
2000-02-16,0.091,4.188,0.186,7.727
2000-02-17,0.091,4.188,0.186,7.727
2000-02-18,0.091,4.188,0.186,7.727
2000-02-21,0.091,4.188,0.186,7.727
2000-02-22,0.091,4.188,0.186,7.727
2000-02-23,0.091,4.188,0.186,7.727
2000-02-24,0.091,4.188,0.186,7.727
2000-02-25,0.091,4.188,0.186,7.727
2000-02-28,0.091,4.188,0.186,7.727
2000-02-29,0.091,4.188,0.186,7.727
2000-03-01,0.091,4.203,0.182,7.773
2000-03-02,0.091,4.203,0.182,7.773
2000-03-03,0.091,4.203,0.182,7.773
2000-03-06,0.091,4.203,0.182,7.773
2000-03-07,0.091,4.203,0.182,7.773
2000-03-08,0.091,4.203,0.182,7.773
2000-03-09,0.091,4.203,0.182,7.773
2000-03-10,0.091,4.203,0.182,7.773
2000-03-13,0.091,4.203,0.182,7.773
2000-03-14,0.091,4.203,0.182,7.773
2000-03-15,0.091,4.203,0.182,7.773
2000-03-16,0.091,4.203,0.182,7.773
2000-03-17,0.091,4.203,0.182,7.773
2000-03-20,0.091,4.203,0.182,7.773
2000-03-21,0.091,4.203,0.182,7.773
2000-03-22,0.091,4.203,0.182,7.773
2000-03-23,0.091,4.203,0.182,7.773
2000-03-24,0.091,4.203,0.182,7.773
2000-03-27,0.091,4.203,0.182,7.773
2000-03-28,0.091,4.203,0.182,7.773
2000-03-29,0.091,4.203,0.182,7.773
2000-03-30,0.091,4.203,0.182,7.773
2000-03-31,0.091,4.203,0.182,7.773
2000-04-03,0.093,4.23,0.173,7.768
2000-04-04,0.093,4.23,0.173,7.768
2000-04-05,0.093,4.23,0.173,7.768
2000-04-06,0.093,4.23,0.173,7.768
2000-04-07,0.093,4.23,0.173,7.768
2000-04-10,0.093,4.23,0.173,7.768
2000-04-11,0.093,4.23,0.173,7.768
2000-04-12,0.093,4.23,0.173,7.768
2000-04-13,0.093,4.23,0.173,7.768
2000-04-14,0.093,4.23,0.173,7.768
2000-04-17,0.093,4.23,0.173,7.768
2000-04-18,0.093,4.23,0.173,7.768
2000-04-19,0.093,4.23,0.173,7.768
2000-04-20,0.093,4.23,0.173,7.768
2000-04-21,0.093,4.23,0.173,7.768
2000-04-24,0.093,4.23,0.173,7.768
2000-04-25,0.093,4.23,0.173,7.768
2000-04-26,0.093,4.23,0.173,7.768
2000-04-27,0.093,4.23,0.173,7.768
2000-04-28,0.093,4.23,0.173,7.768
2000-05-01,0.094,4.243,0.182,7.782
2000-05-02,0.094,4.243,0.182,7.782
2000-05-03,0.094,4.243,0.182,7.782
2000-05-04,0.094,4.243,0.182,7.782
2000-05-05,0.094,4.243,0.182,7.782
2000-05-08,0.094,4.243,0.182,7.782
2000-05-09,0.094,4.243,0.182,7.782
2000-05-10,0.094,4.243,0.182,7.782
2000-05-11,0.094,4.243,0.182,7.782
2000-05-12,0.094,4.243,0.182,7.782
2000-05-15,0.094,4.243,0.182,7.782
2000-05-16,0.094,4.243,0.182,7.782
2000-05-17,0.094,4.243,0.182,7.782
2000-05-18,0.094,4.243,0.182,7.782
2000-05-19,0.094,4.243,0.182,7.782
2000-05-22,0.094,4.243,0.182,7.782
2000-05-23,0.094,4.243,0.182,7.782
2000-05-24,0.094,4.243,0.182,7.782
2000-05-25,0.094,4.243,0.182,7.782
2000-05-26,0.094,4.243,0.182,7.782
2000-05-29,0.094,4.243,0.182,7.782
2000-05-30,0.094,4.243,0.182,7.782
2000-05-31,0.094,4.243,0.182,7.782
2000-06-01,0.096,4.245,0.182,7.827
2000-06-02,0.096,4.245,0.182,7.827
2000-06-05,0.096,4.245,0.182,7.827
2000-06-06,0.096,4.245,0.182,7.827
2000-06-07,0.096,4.245,0.182,7.827
2000-06-08,0.096,4.245,0.182,7.827
2000-06-09,0.096,4.245,0.182,7.827
2000-06-12,0.096,4.245,0.182,7.827
2000-06-13,0.096,4.245,0.182,7.827
2000-06-14,0.096,4.245,0.182,7.827
2000-06-15,0.096,4.245,0.182,7.827
2000-06-16,0.096,4.245,0.182,7.827
2000-06-19,0.096,4.245,0.182,7.827
2000-06-20,0.096,4.245,0.182,7.827
2000-06-21,0.096,4.245,0.182,7.827
2000-06-22,0.096,4.245,0.182,7.827
2000-06-23,0.096,4.245,0.182,7.827
2000-06-26,0.096,4.245,0.182,7.827
2000-06-27,0.096,4.245,0.182,7.827
2000-06-28,0.096,4.245,0.182,7.827
2000-06-29,0.096,4.245,0.182,7.827
2000-06-30,0.096,4.245,0.182,7.827
2000-07-03,0.096,4.237,0.182,7.85
2000-07-04,0.096,4.237,0.182,7.85
2000-07-05,0.096,4.237,0.182,7.85
2000-07-06,0.096,4.237,0.182,7.85
2000-07-07,0.096,4.237,0.182,7.85
2000-07-10,0.096,4.237,0.182,7.85
2000-07-11,0.096,4.237,0.182,7.85
2000-07-12,0.096,4.237,0.182,7.85
2000-07-13,0.096,4.237,0.182,7.85
2000-07-14,0.096,4.237,0.182,7.85
2000-07-17,0.096,4.237,0.182,7.85
2000-07-18,0.096,4.237,0.182,7.85
2000-07-19,0.096,4.237,0.182,7.85
2000-07-20,0.096,4.237,0.182,7.85
2000-07-21,0.096,4.237,0.182,7.85
2000-07-24,0.096,4.237,0.182,7.85
2000-07-25,0.096,4.237,0.182,7.85
2000-07-26,0.096,4.237,0.182,7.85
2000-07-27,0.096,4.237,0.182,7.85
2000-07-28,0.096,4.237,0.182,7.85
2000-07-31,0.096,4.237,0.182,7.85
2000-08-01,0.096,4.226,0.186,7.85
2000-08-02,0.096,4.226,0.186,7.85
2000-08-03,0.096,4.226,0.186,7.85
2000-08-04,0.096,4.226,0.186,7.85
2000-08-07,0.096,4.226,0.186,7.85
2000-08-08,0.096,4.226,0.186,7.85
2000-08-09,0.096,4.226,0.186,7.85
2000-08-10,0.096,4.226,0.186,7.85
2000-08-11,0.096,4.226,0.186,7.85
2000-08-14,0.096,4.226,0.186,7.85
2000-08-15,0.096,4.226,0.186,7.85
2000-08-16,0.096,4.226,0.186,7.85
2000-08-17,0.096,4.226,0.186,7.85
2000-08-18,0.096,4.226,0.186,7.85
2000-08-21,0.096,4.226,0.186,7.85
2000-08-22,0.096,4.226,0.186,7.85
2000-08-23,0.096,4.226,0.186,7.85
2000-08-24,0.096,4.226,0.186,7.85
2000-08-25,0.096,4.226,0.186,7.85
2000-08-28,0.096,4.226,0.186,7.85
2000-08-29,0.096,4.226,0.186,7.85
2000-08-30,0.096,4.226,0.186,7.85
2000-08-31,0.096,4.226,0.186,7.85
2000-09-01,0.096,4.243,0.177,7.891
2000-09-04,0.096,4.243,0.177,7.891
2000-09-05,0.096,4.243,0.177,7.891
2000-09-06,0.096,4.243,0.177,7.891
2000-09-07,0.096,4.243,0.177,7.891
2000-09-08,0.096,4.243,0.177,7.891
2000-09-11,0.096,4.243,0.177,7.891
2000-09-12,0.096,4.243,0.177,7.891
2000-09-13,0.096,4.243,0.177,7.891
2000-09-14,0.096,4.243,0.177,7.891
2000-09-15,0.096,4.243,0.177,7.891
2000-09-18,0.096,4.243,0.177,7.891
2000-09-19,0.096,4.243,0.177,7.891
2000-09-20,0.096,4.243,0.177,7.891
2000-09-21,0.096,4.243,0.177,7.891
2000-09-22,0.096,4.243,0.177,7.891
2000-09-25,0.096,4.243,0.177,7.891
2000-09-26,0.096,4.243,0.177,7.891
2000-09-27,0.096,4.243,0.177,7.891
2000-09-28,0.096,4.243,0.177,7.891
2000-09-29,0.096,4.243,0.177,7.891
2000-10-02,0.096,4.227,0.177,7.905
2000-10-03,0.096,4.227,0.177,7.905
2000-10-04,0.096,4.227,0.177,7.905
2000-10-05,0.096,4.227,0.177,7.905
2000-10-06,0.096,4.227,0.177,7.905
2000-10-09,0.096,4.227,0.177,7.905
2000-10-10,0.096,4.227,0.177,7.905
2000-10-11,0.096,4.227,0.177,7.905
2000-10-12,0.096,4.227,0.177,7.905
2000-10-13,0.096,4.227,0.177,7.905
2000-10-16,0.096,4.227,0.177,7.905
2000-10-17,0.096,4.227,0.177,7.905
2000-10-18,0.096,4.227,0.177,7.905
2000-10-19,0.096,4.227,0.177,7.905
2000-10-20,0.096,4.227,0.177,7.905
2000-10-23,0.096,4.227,0.177,7.905
2000-10-24,0.096,4.227,0.177,7.905
2000-10-25,0.096,4.227,0.177,7.905
2000-10-26,0.096,4.227,0.177,7.905
2000-10-27,0.096,4.227,0.177,7.905
2000-10-30,0.096,4.227,0.177,7.905
2000-10-31,0.096,4.227,0.177,7.905
2000-11-01,0.096,4.228,0.177,7.918
2000-11-02,0.096,4.228,0.177,7.918
2000-11-03,0.096,4.228,0.177,7.918
2000-11-06,0.096,4.228,0.177,7.918
2000-11-07,0.096,4.228,0.177,7.918
2000-11-08,0.096,4.228,0.177,7.918
2000-11-09,0.096,4.228,0.177,7.918
2000-11-10,0.096,4.228,0.177,7.918
2000-11-13,0.096,4.228,0.177,7.918
2000-11-14,0.096,4.228,0.177,7.918
2000-11-15,0.096,4.228,0.177,7.918
2000-11-16,0.096,4.228,0.177,7.918
2000-11-17,0.096,4.228,0.177,7.918
2000-11-20,0.096,4.228,0.177,7.918
2000-11-21,0.096,4.228,0.177,7.918
2000-11-22,0.096,4.228,0.177,7.918
2000-11-23,0.096,4.228,0.177,7.918
2000-11-24,0.096,4.228,0.177,7.918
2000-11-27,0.096,4.228,0.177,7.918
2000-11-28,0.096,4.228,0.177,7.918
2000-11-29,0.096,4.228,0.177,7.918
2000-11-30,0.096,4.228,0.177,7.918
2000-12-01,0.095,4.215,0.177,7.936
2000-12-04,0.095,4.215,0.177,7.936
2000-12-05,0.095,4.215,0.177,7.936
2000-12-06,0.095,4.215,0.177,7.936
2000-12-07,0.095,4.215,0.177,7.936
2000-12-08,0.095,4.215,0.177,7.936
2000-12-11,0.095,4.215,0.177,7.936
2000-12-12,0.095,4.215,0.177,7.936
2000-12-13,0.095,4.215,0.177,7.936
2000-12-14,0.095,4.215,0.177,7.936
2000-12-15,0.095,4.215,0.177,7.936
2000-12-18,0.095,4.215,0.177,7.936
2000-12-19,0.095,4.215,0.177,7.936
2000-12-20,0.095,4.215,0.177,7.936
2000-12-21,0.095,4.215,0.177,7.936
2000-12-22,0.095,4.215,0.177,7.936
2000-12-25,0.095,4.215,0.177,7.936
2000-12-26,0.095,4.215,0.177,7.936
2000-12-27,0.095,4.215,0.177,7.936
2000-12-28,0.095,4.215,0.177,7.936
2000-12-29,0.095,4.215,0.177,7.936
2001-01-01,0.092,4.191,0.191,7.982
2001-01-02,0.092,4.191,0.191,7.982
2001-01-03,0.092,4.191,0.191,7.982
2001-01-04,0.092,4.191,0.191,7.982
2001-01-05,0.092,4.191,0.191,7.982
2001-01-08,0.092,4.191,0.191,7.982
2001-01-09,0.092,4.191,0.191,7.982
2001-01-10,0.092,4.191,0.191,7.982
2001-01-11,0.092,4.191,0.191,7.982
2001-01-12,0.092,4.191,0.191,7.982
2001-01-15,0.092,4.191,0.191,7.982
2001-01-16,0.092,4.191,0.191,7.982
2001-01-17,0.092,4.191,0.191,7.982
2001-01-18,0.092,4.191,0.191,7.982
2001-01-19,0.092,4.191,0.191,7.982
2001-01-22,0.092,4.191,0.191,7.982
2001-01-23,0.092,4.191,0.191,7.982
2001-01-24,0.092,4.191,0.191,7.982
2001-01-25,0.092,4.191,0.191,7.982
2001-01-26,0.092,4.191,0.191,7.982
2001-01-29,0.092,4.191,0.191,7.982
2001-01-30,0.092,4.191,0.191,7.982
2001-01-31,0.092,4.191,0.191,7.982
2001-02-01,0.089,4.163,0.191,8.0
2001-02-02,0.089,4.163,0.191,8.0
2001-02-05,0.089,4.163,0.191,8.0
2001-02-06,0.089,4.163,0.191,8.0
2001-02-07,0.089,4.163,0.191,8.0
2001-02-08,0.089,4.163,0.191,8.0
2001-02-09,0.089,4.163,0.191,8.0
2001-02-12,0.089,4.163,0.191,8.0
2001-02-13,0.089,4.163,0.191,8.0
2001-02-14,0.089,4.163,0.191,8.0
2001-02-15,0.089,4.163,0.191,8.0
2001-02-16,0.089,4.163,0.191,8.0
2001-02-19,0.089,4.163,0.191,8.0
2001-02-20,0.089,4.163,0.191,8.0
2001-02-21,0.089,4.163,0.191,8.0
2001-02-22,0.089,4.163,0.191,8.0
2001-02-23,0.089,4.163,0.191,8.0
2001-02-26,0.089,4.163,0.191,8.0
2001-02-27,0.089,4.163,0.191,8.0
2001-02-28,0.089,4.163,0.191,8.0
2001-03-01,0.087,4.153,0.195,8.005
2001-03-02,0.087,4.153,0.195,8.005
2001-03-05,0.087,4.153,0.195,8.005
2001-03-06,0.087,4.153,0.195,8.005
2001-03-07,0.087,4.153,0.195,8.005
2001-03-08,0.087,4.153,0.195,8.005
2001-03-09,0.087,4.153,0.195,8.005
2001-03-12,0.087,4.153,0.195,8.005
2001-03-13,0.087,4.153,0.195,8.005
2001-03-14,0.087,4.153,0.195,8.005
2001-03-15,0.087,4.153,0.195,8.005
2001-03-16,0.087,4.153,0.195,8.005
2001-03-19,0.087,4.153,0.195,8.005
2001-03-20,0.087,4.153,0.195,8.005
2001-03-21,0.087,4.153,0.195,8.005
2001-03-22,0.087,4.153,0.195,8.005
2001-03-23,0.087,4.153,0.195,8.005
2001-03-26,0.087,4.153,0.195,8.005
2001-03-27,0.087,4.153,0.195,8.005
2001-03-28,0.087,4.153,0.195,8.005
2001-03-29,0.087,4.153,0.195,8.005
2001-03-30,0.087,4.153,0.195,8.005
2001-04-02,0.083,4.14,0.2,8.018
2001-04-03,0.083,4.14,0.2,8.018
2001-04-04,0.083,4.14,0.2,8.018
2001-04-05,0.083,4.14,0.2,8.018
2001-04-06,0.083,4.14,0.2,8.018
2001-04-09,0.083,4.14,0.2,8.018
2001-04-10,0.083,4.14,0.2,8.018
2001-04-11,0.083,4.14,0.2,8.018
2001-04-12,0.083,4.14,0.2,8.018
2001-04-13,0.083,4.14,0.2,8.018
2001-04-16,0.083,4.14,0.2,8.018
2001-04-17,0.083,4.14,0.2,8.018
2001-04-18,0.083,4.14,0.2,8.018
2001-04-19,0.083,4.14,0.2,8.018
2001-04-20,0.083,4.14,0.2,8.018
2001-04-23,0.083,4.14,0.2,8.018
2001-04-24,0.083,4.14,0.2,8.018
2001-04-25,0.083,4.14,0.2,8.018
2001-04-26,0.083,4.14,0.2,8.018
2001-04-27,0.083,4.14,0.2,8.018
2001-04-30,0.083,4.14,0.2,8.018
2001-05-01,0.078,4.115,0.195,8.059
2001-05-02,0.078,4.115,0.195,8.059
2001-05-03,0.078,4.115,0.195,8.059
2001-05-04,0.078,4.115,0.195,8.059
2001-05-07,0.078,4.115,0.195,8.059
2001-05-08,0.078,4.115,0.195,8.059
2001-05-09,0.078,4.115,0.195,8.059
2001-05-10,0.078,4.115,0.195,8.059
2001-05-11,0.078,4.115,0.195,8.059
2001-05-14,0.078,4.115,0.195,8.059
2001-05-15,0.078,4.115,0.195,8.059
2001-05-16,0.078,4.115,0.195,8.059
2001-05-17,0.078,4.115,0.195,8.059
2001-05-18,0.078,4.115,0.195,8.059
2001-05-21,0.078,4.115,0.195,8.059
2001-05-22,0.078,4.115,0.195,8.059
2001-05-23,0.078,4.115,0.195,8.059
2001-05-24,0.078,4.115,0.195,8.059
2001-05-25,0.078,4.115,0.195,8.059
2001-05-28,0.078,4.115,0.195,8.059
2001-05-29,0.078,4.115,0.195,8.059
2001-05-30,0.078,4.115,0.195,8.059
2001-05-31,0.078,4.115,0.195,8.059
2001-06-01,0.076,4.092,0.205,8.077
2001-06-04,0.076,4.092,0.205,8.077
2001-06-05,0.076,4.092,0.205,8.077
2001-06-06,0.076,4.092,0.205,8.077
2001-06-07,0.076,4.092,0.205,8.077
2001-06-08,0.076,4.092,0.205,8.077
2001-06-11,0.076,4.092,0.205,8.077
2001-06-12,0.076,4.092,0.205,8.077
2001-06-13,0.076,4.092,0.205,8.077
2001-06-14,0.076,4.092,0.205,8.077
2001-06-15,0.076,4.092,0.205,8.077
2001-06-18,0.076,4.092,0.205,8.077
2001-06-19,0.076,4.092,0.205,8.077
2001-06-20,0.076,4.092,0.205,8.077
2001-06-21,0.076,4.092,0.205,8.077
2001-06-22,0.076,4.092,0.205,8.077
2001-06-25,0.076,4.092,0.205,8.077
2001-06-26,0.076,4.092,0.205,8.077
2001-06-27,0.076,4.092,0.205,8.077
2001-06-28,0.076,4.092,0.205,8.077
2001-06-29,0.076,4.092,0.205,8.077
2001-07-02,0.074,4.067,0.209,8.064
2001-07-03,0.074,4.067,0.209,8.064
2001-07-04,0.074,4.067,0.209,8.064
2001-07-05,0.074,4.067,0.209,8.064
2001-07-06,0.074,4.067,0.209,8.064
2001-07-09,0.074,4.067,0.209,8.064
2001-07-10,0.074,4.067,0.209,8.064
2001-07-11,0.074,4.067,0.209,8.064
2001-07-12,0.074,4.067,0.209,8.064
2001-07-13,0.074,4.067,0.209,8.064
2001-07-16,0.074,4.067,0.209,8.064
2001-07-17,0.074,4.067,0.209,8.064
2001-07-18,0.074,4.067,0.209,8.064
2001-07-19,0.074,4.067,0.209,8.064
2001-07-20,0.074,4.067,0.209,8.064
2001-07-23,0.074,4.067,0.209,8.064
2001-07-24,0.074,4.067,0.209,8.064
2001-07-25,0.074,4.067,0.209,8.064
2001-07-26,0.074,4.067,0.209,8.064
2001-07-27,0.074,4.067,0.209,8.064
2001-07-30,0.074,4.067,0.209,8.064
2001-07-31,0.074,4.067,0.209,8.064
2001-08-01,0.072,4.063,0.223,8.064
2001-08-02,0.072,4.063,0.223,8.064
2001-08-03,0.072,4.063,0.223,8.064
2001-08-06,0.072,4.063,0.223,8.064
2001-08-07,0.072,4.063,0.223,8.064
2001-08-08,0.072,4.063,0.223,8.064
2001-08-09,0.072,4.063,0.223,8.064
2001-08-10,0.072,4.063,0.223,8.064
2001-08-13,0.072,4.063,0.223,8.064
2001-08-14,0.072,4.063,0.223,8.064
2001-08-15,0.072,4.063,0.223,8.064
2001-08-16,0.072,4.063,0.223,8.064
2001-08-17,0.072,4.063,0.223,8.064
2001-08-20,0.072,4.063,0.223,8.064
2001-08-21,0.072,4.063,0.223,8.064
2001-08-22,0.072,4.063,0.223,8.064
2001-08-23,0.072,4.063,0.223,8.064
2001-08-24,0.072,4.063,0.223,8.064
2001-08-27,0.072,4.063,0.223,8.064
2001-08-28,0.072,4.063,0.223,8.064
2001-08-29,0.072,4.063,0.223,8.064
2001-08-30,0.072,4.063,0.223,8.064
2001-08-31,0.072,4.063,0.223,8.064
2001-09-03,0.066,4.042,0.227,8.095
2001-09-04,0.066,4.042,0.227,8.095
2001-09-05,0.066,4.042,0.227,8.095
2001-09-06,0.066,4.042,0.227,8.095
2001-09-07,0.066,4.042,0.227,8.095
2001-09-10,0.066,4.042,0.227,8.095
2001-09-11,0.066,4.042,0.227,8.095
2001-09-12,0.066,4.042,0.227,8.095
2001-09-13,0.066,4.042,0.227,8.095
2001-09-14,0.066,4.042,0.227,8.095
2001-09-17,0.066,4.042,0.227,8.095
2001-09-18,0.066,4.042,0.227,8.095
2001-09-19,0.066,4.042,0.227,8.095
2001-09-20,0.066,4.042,0.227,8.095
2001-09-21,0.066,4.042,0.227,8.095
2001-09-24,0.066,4.042,0.227,8.095
2001-09-25,0.066,4.042,0.227,8.095
2001-09-26,0.066,4.042,0.227,8.095
2001-09-27,0.066,4.042,0.227,8.095
2001-09-28,0.066,4.042,0.227,8.095
2001-10-01,0.058,4.029,0.241,8.073
2001-10-02,0.058,4.029,0.241,8.073
2001-10-03,0.058,4.029,0.241,8.073
2001-10-04,0.058,4.029,0.241,8.073
2001-10-05,0.058,4.029,0.241,8.073
2001-10-08,0.058,4.029,0.241,8.073
2001-10-09,0.058,4.029,0.241,8.073
2001-10-10,0.058,4.029,0.241,8.073
2001-10-11,0.058,4.029,0.241,8.073
2001-10-12,0.058,4.029,0.241,8.073
2001-10-15,0.058,4.029,0.241,8.073
2001-10-16,0.058,4.029,0.241,8.073
2001-10-17,0.058,4.029,0.241,8.073
2001-10-18,0.058,4.029,0.241,8.073
2001-10-19,0.058,4.029,0.241,8.073
2001-10-22,0.058,4.029,0.241,8.073
2001-10-23,0.058,4.029,0.241,8.073
2001-10-24,0.058,4.029,0.241,8.073
2001-10-25,0.058,4.029,0.241,8.073
2001-10-26,0.058,4.029,0.241,8.073
2001-10-29,0.058,4.029,0.241,8.073
2001-10-30,0.058,4.029,0.241,8.073
2001-10-31,0.058,4.029,0.241,8.073
2001-11-01,0.053,4.005,0.25,8.068
2001-11-02,0.053,4.005,0.25,8.068
2001-11-05,0.053,4.005,0.25,8.068
2001-11-06,0.053,4.005,0.25,8.068
2001-11-07,0.053,4.005,0.25,8.068
2001-11-08,0.053,4.005,0.25,8.068
2001-11-09,0.053,4.005,0.25,8.068
2001-11-12,0.053,4.005,0.25,8.068
2001-11-13,0.053,4.005,0.25,8.068
2001-11-14,0.053,4.005,0.25,8.068
2001-11-15,0.053,4.005,0.25,8.068
2001-11-16,0.053,4.005,0.25,8.068
2001-11-19,0.053,4.005,0.25,8.068
2001-11-20,0.053,4.005,0.25,8.068
2001-11-21,0.053,4.005,0.25,8.068
2001-11-22,0.053,4.005,0.25,8.068
2001-11-23,0.053,4.005,0.25,8.068
2001-11-26,0.053,4.005,0.25,8.068
2001-11-27,0.053,4.005,0.25,8.068
2001-11-28,0.053,4.005,0.25,8.068
2001-11-29,0.053,4.005,0.25,8.068
2001-11-30,0.053,4.005,0.25,8.068
2001-12-03,0.048,4.004,0.259,8.064
2001-12-04,0.048,4.004,0.259,8.064
2001-12-05,0.048,4.004,0.259,8.064
2001-12-06,0.048,4.004,0.259,8.064
2001-12-07,0.048,4.004,0.259,8.064
2001-12-10,0.048,4.004,0.259,8.064
2001-12-11,0.048,4.004,0.259,8.064
2001-12-12,0.048,4.004,0.259,8.064
2001-12-13,0.048,4.004,0.259,8.064
2001-12-14,0.048,4.004,0.259,8.064
2001-12-17,0.048,4.004,0.259,8.064
2001-12-18,0.048,4.004,0.259,8.064
2001-12-19,0.048,4.004,0.259,8.064
2001-12-20,0.048,4.004,0.259,8.064
2001-12-21,0.048,4.004,0.259,8.064
2001-12-24,0.048,4.004,0.259,8.064
2001-12-25,0.048,4.004,0.259,8.064
2001-12-26,0.048,4.004,0.259,8.064
2001-12-27,0.048,4.004,0.259,8.064
2001-12-28,0.048,4.004,0.259,8.064
2001-12-31,0.048,4.004,0.259,8.064
2002-01-01,0.047,4.03,0.259,8.077
2002-01-02,0.047,4.03,0.259,8.077
2002-01-03,0.047,4.03,0.259,8.077
2002-01-04,0.047,4.03,0.259,8.077
2002-01-07,0.047,4.03,0.259,8.077
2002-01-08,0.047,4.03,0.259,8.077
2002-01-09,0.047,4.03,0.259,8.077
2002-01-10,0.047,4.03,0.259,8.077
2002-01-11,0.047,4.03,0.259,8.077
2002-01-14,0.047,4.03,0.259,8.077
2002-01-15,0.047,4.03,0.259,8.077
2002-01-16,0.047,4.03,0.259,8.077
2002-01-17,0.047,4.03,0.259,8.077
2002-01-18,0.047,4.03,0.259,8.077
2002-01-21,0.047,4.03,0.259,8.077
2002-01-22,0.047,4.03,0.259,8.077
2002-01-23,0.047,4.03,0.259,8.077
2002-01-24,0.047,4.03,0.259,8.077
2002-01-25,0.047,4.03,0.259,8.077
2002-01-28,0.047,4.03,0.259,8.077
2002-01-29,0.047,4.03,0.259,8.077
2002-01-30,0.047,4.03,0.259,8.077
2002-01-31,0.047,4.03,0.259,8.077
2002-02-01,0.047,4.031,0.259,8.091
2002-02-04,0.047,4.031,0.259,8.091
2002-02-05,0.047,4.031,0.259,8.091
2002-02-06,0.047,4.031,0.259,8.091
2002-02-07,0.047,4.031,0.259,8.091
2002-02-08,0.047,4.031,0.259,8.091
2002-02-11,0.047,4.031,0.259,8.091
2002-02-12,0.047,4.031,0.259,8.091
2002-02-13,0.047,4.031,0.259,8.091
2002-02-14,0.047,4.031,0.259,8.091
2002-02-15,0.047,4.031,0.259,8.091
2002-02-18,0.047,4.031,0.259,8.091
2002-02-19,0.047,4.031,0.259,8.091
2002-02-20,0.047,4.031,0.259,8.091
2002-02-21,0.047,4.031,0.259,8.091
2002-02-22,0.047,4.031,0.259,8.091
2002-02-25,0.047,4.031,0.259,8.091
2002-02-26,0.047,4.031,0.259,8.091
2002-02-27,0.047,4.031,0.259,8.091
2002-02-28,0.047,4.031,0.259,8.091
2002-03-01,0.047,4.062,0.259,8.114
2002-03-04,0.047,4.062,0.259,8.114
2002-03-05,0.047,4.062,0.259,8.114
2002-03-06,0.047,4.062,0.259,8.114
2002-03-07,0.047,4.062,0.259,8.114
2002-03-08,0.047,4.062,0.259,8.114
2002-03-11,0.047,4.062,0.259,8.114
2002-03-12,0.047,4.062,0.259,8.114
2002-03-13,0.047,4.062,0.259,8.114
2002-03-14,0.047,4.062,0.259,8.114
2002-03-15,0.047,4.062,0.259,8.114
2002-03-18,0.047,4.062,0.259,8.114
2002-03-19,0.047,4.062,0.259,8.114
2002-03-20,0.047,4.062,0.259,8.114
2002-03-21,0.047,4.062,0.259,8.114
2002-03-22,0.047,4.062,0.259,8.114
2002-03-25,0.047,4.062,0.259,8.114
2002-03-26,0.047,4.062,0.259,8.114
2002-03-27,0.047,4.062,0.259,8.114
2002-03-28,0.047,4.062,0.259,8.114
2002-03-29,0.047,4.062,0.259,8.114
2002-04-01,0.047,4.082,0.268,8.15
2002-04-02,0.047,4.082,0.268,8.15
2002-04-03,0.047,4.082,0.268,8.15
2002-04-04,0.047,4.082,0.268,8.15
2002-04-05,0.047,4.082,0.268,8.15
2002-04-08,0.047,4.082,0.268,8.15
2002-04-09,0.047,4.082,0.268,8.15
2002-04-10,0.047,4.082,0.268,8.15
2002-04-11,0.047,4.082,0.268,8.15
2002-04-12,0.047,4.082,0.268,8.15
2002-04-15,0.047,4.082,0.268,8.15
2002-04-16,0.047,4.082,0.268,8.15
2002-04-17,0.047,4.082,0.268,8.15
2002-04-18,0.047,4.082,0.268,8.15
2002-04-19,0.047,4.082,0.268,8.15
2002-04-22,0.047,4.082,0.268,8.15
2002-04-23,0.047,4.082,0.268,8.15
2002-04-24,0.047,4.082,0.268,8.15
2002-04-25,0.047,4.082,0.268,8.15
2002-04-26,0.047,4.082,0.268,8.15
2002-04-29,0.047,4.082,0.268,8.15
